id,thoi_gian_gui,ten_thiet_bi,nhiet_do,do_am,led1,led2,led3
6ab0922c15238663fa0856d4,2026-09-21T09:10:52.816000+07:00,pi4-tdbao,26.0,71.0,0,1,0
6ab0922e15238663fa0856d5,2026-09-21T09:10:54.040000+07:00,pi4-tdbao,26.0,72.0,0,0,1
6ab0922e15238663fa0856d6,2026-09-21T09:10:54.958000+07:00,pi4-tdbao,26.0,72.0,1,0,0
6ab0922f15238663fa0856d7,2026-09-21T09:10:55.775000+07:00,pi4-tdbao,26.0,72.0,0,1,0
6ab0923015238663fa0856d8,2026-09-21T09:10:56.739000+07:00,pi4-tdbao,26.0,72.0,0,0,1
6ab0923215238663fa0856d9,2026-09-21T09:10:58.022000+07:00,pi4-tdbao,27.0,72.0,1,0,0
6ab0923215238663fa0856da,2026-09-21T09:10:58.738000+07:00,pi4-tdbao,27.0,71.0,0,1,0
6ab0923315238663fa0856db,2026-09-21T09:10:59.966000+07:00,pi4-tdbao,28.0,69.0,0,0,1
6ab0923415238663fa0856dc,2026-09-21T09:11:00.788000+07:00,pi4-tdbao,29.0,69.0,1,0,0
6ab0923615238663fa0856dd,2026-09-21T09:11:02.234000+07:00,pi4-tdbao,42.0,52.0,0,1,0
6ab0923615238663fa0856de,2026-09-21T09:11:02.965000+07:00,pi4-tdbao,47.0,42.0,0,0,1
6ab0923715238663fa0856df,2026-09-21T09:11:03.763000+07:00,pi4-tdbao,48.0,40.0,1,0,0
6ab0923815238663fa0856e0,2026-09-21T09:11:04.789000+07:00,pi4-tdbao,52.0,32.0,0,1,0
6ab0923915238663fa0856e1,2026-09-21T09:11:05.804000+07:00,pi4-tdbao,55.0,29.0,0,0,1
6ab0923b15238663fa0856e2,2026-09-21T09:11:07.245000+07:00,pi4-tdbao,57.0,27.0,1,0,0
6ab0923c15238663fa0856e3,2026-09-21T09:11:08.064000+07:00,pi4-tdbao,58.0,27.0,0,1,0
6ab0923d15238663fa0856e4,2026-09-21T09:11:09.492000+07:00,pi4-tdbao,59.0,26.0,0,0,1
6ab0923e15238663fa0856e5,2026-09-21T09:11:10.151000+07:00,pi4-tdbao,59.0,25.0,1,0,0
6ab0923f15238663fa0856e6,2026-09-21T09:11:11.146000+07:00,pi4-tdbao,59.0,25.0,0,1,0
6ab0924015238663fa0856e7,2026-09-21T09:11:12.154000+07:00,pi4-tdbao,59.0,25.0,0,0,1
6ab0924115238663fa0856e8,2026-09-21T09:11:13.185000+07:00,pi4-tdbao,59.0,24.0,1,0,0
6ab0924215238663fa0856e9,2026-09-21T09:11:14.146000+07:00,pi4-tdbao,59.0,24.0,0,1,0
6ab0924315238663fa0856ea,2026-09-21T09:11:15.147000+07:00,pi4-tdbao,59.0,23.0,0,0,1
6ab0924415238663fa0856eb,2026-09-21T09:11:16.369000+07:00,pi4-tdbao,59.0,23.0,1,0,0
6ab0924515238663fa0856ec,2026-09-21T09:11:17.593000+07:00,pi4-tdbao,59.0,23.0,0,1,0
6ab0924615238663fa0856ed,2026-09-21T09:11:18.407000+07:00,pi4-tdbao,59.0,22.0,0,0,1
6ab0924715238663fa0856ee,2026-09-21T09:11:19.432000+07:00,pi4-tdbao,59.0,22.0,1,0,0
6ab0924815238663fa0856ef,2026-09-21T09:11:20.149000+07:00,pi4-tdbao,59.0,22.0,0,1,0
6ab0924915238663fa0856f0,2026-09-21T09:11:21.174000+07:00,pi4-tdbao,59.0,22.0,0,0,1
6ab0924a15238663fa0856f1,2026-09-21T09:11:22.195000+07:00,pi4-tdbao,59.0,22.0,1,0,0
6ab0924b15238663fa0856f2,2026-09-21T09:11:23.219000+07:00,pi4-tdbao,59.0,23.0,0,1,0
6ab0924c15238663fa0856f3,2026-09-21T09:11:24.593000+07:00,pi4-tdbao,58.0,23.0,0,0,1
6ab0924d15238663fa0856f4,2026-09-21T09:11:25.739000+07:00,pi4-tdbao,58.0,23.0,1,0,0
6ab0924e15238663fa0856f5,2026-09-21T09:11:26.514000+07:00,pi4-tdbao,58.0,23.0,0,1,0
6ab0924f15238663fa0856f6,2026-09-21T09:11:27.513000+07:00,pi4-tdbao,58.0,23.0,0,0,1
6ab0925015238663fa0856f7,2026-09-21T09:11:28.579000+07:00,pi4-tdbao,57.0,23.0,1,0,0
6ab0925115238663fa0856f8,2026-09-21T09:11:29.359000+07:00,pi4-tdbao,57.0,23.0,0,1,0
6ab0925215238663fa0856f9,2026-09-21T09:11:30.383000+07:00,pi4-tdbao,57.0,23.0,0,0,1
6ab0925315238663fa0856fa,2026-09-21T09:11:31.305000+07:00,pi4-tdbao,57.0,23.0,1,0,0
6ab0925415238663fa0856fb,2026-09-21T09:11:32.327000+07:00,pi4-tdbao,57.0,23.0,0,1,0
6ab0925515238663fa0856fc,2026-09-21T09:11:33.289000+07:00,pi4-tdbao,56.0,23.0,0,0,1
6ab0925615238663fa0856fd,2026-09-21T09:11:34.296000+07:00,pi4-tdbao,56.0,24.0,1,0,0
6ab0925715238663fa0856fe,2026-09-21T09:11:35.295000+07:00,pi4-tdbao,56.0,23.0,0,1,0
6ab0925815238663fa0856ff,2026-09-21T09:11:36.292000+07:00,pi4-tdbao,56.0,23.0,0,0,1
6ab0925915238663fa085700,2026-09-21T09:11:37.293000+07:00,pi4-tdbao,55.0,23.0,1,0,0
6ab0925a15238663fa085701,2026-09-21T09:11:38.291000+07:00,pi4-tdbao,55.0,23.0,0,1,0
6ab0925b15238663fa085702,2026-09-21T09:11:39.736000+07:00,pi4-tdbao,55.0,23.0,0,0,1
6ab0925c15238663fa085703,2026-09-21T09:11:40.295000+07:00,pi4-tdbao,55.0,23.0,1,0,0
6ab0925d15238663fa085704,2026-09-21T09:11:41.293000+07:00,pi4-tdbao,55.0,23.0,0,1,0
6ab0925e15238663fa085705,2026-09-21T09:11:42.300000+07:00,pi4-tdbao,54.0,24.0,0,0,1
6ab0925f15238663fa085706,2026-09-21T09:11:43.293000+07:00,pi4-tdbao,54.0,24.0,1,0,0
6ab0926015238663fa085707,2026-09-21T09:11:44.825000+07:00,pi4-tdbao,54.0,24.0,0,1,0
6ab0926115238663fa085708,2026-09-21T09:11:45.535000+07:00,pi4-tdbao,53.0,24.0,0,0,1
6ab0926215238663fa085709,2026-09-21T09:11:46.301000+07:00,pi4-tdbao,53.0,24.0,1,0,0
6ab0926315238663fa08570a,2026-09-21T09:11:47.749000+07:00,pi4-tdbao,53.0,24.0,0,1,0
6ab0926415238663fa08570b,2026-09-21T09:11:48.530000+07:00,pi4-tdbao,53.0,24.0,0,0,1
6ab0926515238663fa08570c,2026-09-21T09:11:49.537000+07:00,pi4-tdbao,53.0,25.0,1,0,0
6ab0926615238663fa08570d,2026-09-21T09:11:50.293000+07:00,pi4-tdbao,53.0,25.0,0,1,0
6ab0926715238663fa08570e,2026-09-21T09:11:51.294000+07:00,pi4-tdbao,52.0,25.0,0,0,1
6ab0926815238663fa08570f,2026-09-21T09:11:52.517000+07:00,pi4-tdbao,52.0,25.0,1,0,0
6ab0926915238663fa085710,2026-09-21T09:11:53.427000+07:00,pi4-tdbao,52.0,25.0,0,1,0
6ab0926a15238663fa085711,2026-09-21T09:11:54.294000+07:00,pi4-tdbao,52.0,25.0,0,0,1
6ab0926b15238663fa085712,2026-09-21T09:11:55.517000+07:00,pi4-tdbao,51.0,25.0,1,0,0
6ab0926c15238663fa085713,2026-09-21T09:11:56.397000+07:00,pi4-tdbao,51.0,25.0,0,1,0
6ab0926d15238663fa085714,2026-09-21T09:11:57.318000+07:00,pi4-tdbao,51.0,25.0,0,0,1
6ab0926e15238663fa085715,2026-09-21T09:11:58.346000+07:00,pi4-tdbao,51.0,25.0,1,0,0
6ab0926f15238663fa085716,2026-09-21T09:11:59.769000+07:00,pi4-tdbao,50.0,26.0,0,1,0
6ab0927015238663fa085717,2026-09-21T09:12:00.486000+07:00,pi4-tdbao,50.0,26.0,0,0,1
6ab0927115238663fa085718,2026-09-21T09:12:01.613000+07:00,pi4-tdbao,50.0,26.0,1,0,0
6ab0927215238663fa085719,2026-09-21T09:12:02.442000+07:00,pi4-tdbao,50.0,26.0,0,1,0
6ab0927315238663fa08571a,2026-09-21T09:12:03.464000+07:00,pi4-tdbao,50.0,26.0,0,0,1
6ab0927415238663fa08571b,2026-09-21T09:12:04.487000+07:00,pi4-tdbao,49.0,26.0,1,0,0
6ab0927515238663fa08571c,2026-09-21T09:12:05.504000+07:00,pi4-tdbao,49.0,26.0,0,1,0
6ab0927615238663fa08571d,2026-09-21T09:12:06.946000+07:00,pi4-tdbao,49.0,27.0,0,0,1
6ab0927715238663fa08571e,2026-09-21T09:12:07.553000+07:00,pi4-tdbao,49.0,27.0,1,0,0
6ab0927815238663fa08571f,2026-09-21T09:12:08.485000+07:00,pi4-tdbao,49.0,27.0,0,1,0
6ab0927915238663fa085720,2026-09-21T09:12:09.434000+07:00,pi4-tdbao,48.0,27.0,0,0,1
6ab0927a15238663fa085721,2026-09-21T09:12:10.931000+07:00,pi4-tdbao,48.0,28.0,1,0,0
6ab0927c15238663fa085722,2026-09-21T09:12:12.168000+07:00,pi4-tdbao,48.0,28.0,0,1,0
6ab0927c15238663fa085723,2026-09-21T09:12:12.561000+07:00,pi4-tdbao,48.0,28.0,0,0,1
6ab0927d15238663fa085724,2026-09-21T09:12:13.784000+07:00,pi4-tdbao,47.0,28.0,1,0,0
6ab0927e15238663fa085725,2026-09-21T09:12:14.561000+07:00,pi4-tdbao,47.0,28.0,0,1,0
6ab0927f15238663fa085726,2026-09-21T09:12:15.640000+07:00,pi4-tdbao,47.0,28.0,0,0,1
6ab0928015238663fa085727,2026-09-21T09:12:16.566000+07:00,pi4-tdbao,47.0,29.0,1,0,0
6ab0928115238663fa085728,2026-09-21T09:12:17.561000+07:00,pi4-tdbao,47.0,29.0,0,1,0
6ab0928215238663fa085729,2026-09-21T09:12:18.618000+07:00,pi4-tdbao,47.0,29.0,0,0,1
6ab0928315238663fa08572a,2026-09-21T09:12:19.639000+07:00,pi4-tdbao,46.0,29.0,1,0,0
6ab0928415238663fa08572b,2026-09-21T09:12:20.566000+07:00,pi4-tdbao,46.0,29.0,0,1,0
6ab0928515238663fa08572c,2026-09-21T09:12:21.582000+07:00,pi4-tdbao,46.0,29.0,0,0,1
6ab092d615238663fa08572d,2026-09-21T09:13:42.197000+07:00,pi4-tdbao,36.0,42.0,1,0,0
6ab092d715238663fa08572e,2026-09-21T09:13:43.194000+07:00,pi4-tdbao,36.0,43.0,0,1,0
6ab092d815238663fa08572f,2026-09-21T09:13:44.230000+07:00,pi4-tdbao,36.0,43.0,0,0,1
6ab092d915238663fa085730,2026-09-21T09:13:45.447000+07:00,pi4-tdbao,36.0,43.0,1,0,0
6ab092da15238663fa085731,2026-09-21T09:13:46.202000+07:00,pi4-tdbao,36.0,43.0,0,1,0
6ab0932e767363d78bb4cd51,2026-09-21T09:15:10.789000+07:00,pi4-tdbao,31.0,54.0,1,0,0
6ab0932f767363d78bb4cd52,2026-09-21T09:15:11.778000+07:00,pi4-tdbao,31.0,54.0,0,1,0
6ab09331767363d78bb4cd53,2026-09-21T09:15:13.027000+07:00,pi4-tdbao,31.0,54.0,0,0,1
6ab09331767363d78bb4cd54,2026-09-21T09:15:13.783000+07:00,pi4-tdbao,31.0,54.0,1,0,0
6ab09332767363d78bb4cd55,2026-09-21T09:15:14.953000+07:00,pi4-tdbao,31.0,54.0,0,1,0
6ab09334767363d78bb4cd56,2026-09-21T09:15:16.393000+07:00,pi4-tdbao,31.0,55.0,0,0,1
6ab09334767363d78bb4cd57,2026-09-21T09:15:16.915000+07:00,pi4-tdbao,31.0,55.0,1,0,0
6ab09335767363d78bb4cd58,2026-09-21T09:15:17.917000+07:00,pi4-tdbao,31.0,55.0,0,1,0
6ab09337767363d78bb4cd59,2026-09-21T09:15:19.153000+07:00,pi4-tdbao,31.0,55.0,0,0,1
6ab09337767363d78bb4cd5a,2026-09-21T09:15:19.973000+07:00,pi4-tdbao,31.0,55.0,1,0,0
6ab09339767363d78bb4cd5b,2026-09-21T09:15:21.232000+07:00,pi4-tdbao,31.0,55.0,0,1,0
6ab0933a767363d78bb4cd5c,2026-09-21T09:15:22.125000+07:00,pi4-tdbao,31.0,55.0,0,0,1
6ab0933b767363d78bb4cd5d,2026-09-21T09:15:23.247000+07:00,pi4-tdbao,31.0,55.0,1,0,0
6ab0933c767363d78bb4cd5e,2026-09-21T09:15:24.071000+07:00,pi4-tdbao,31.0,55.0,0,1,0
6ab0933d767363d78bb4cd5f,2026-09-21T09:15:25.187000+07:00,pi4-tdbao,31.0,55.0,0,0,1
6ab0933e767363d78bb4cd60,2026-09-21T09:15:26.241000+07:00,pi4-tdbao,31.0,56.0,1,0,0
6ab0933f767363d78bb4cd61,2026-09-21T09:15:27.546000+07:00,pi4-tdbao,30.0,56.0,0,1,0
6ab09340767363d78bb4cd62,2026-09-21T09:15:28.474000+07:00,pi4-tdbao,30.0,56.0,0,0,1
6ab09341767363d78bb4cd63,2026-09-21T09:15:29.635000+07:00,pi4-tdbao,30.0,56.0,1,0,0
6ab09342767363d78bb4cd64,2026-09-21T09:15:30.509000+07:00,pi4-tdbao,30.0,56.0,0,1,0
6ab09343767363d78bb4cd65,2026-09-21T09:15:31.455000+07:00,pi4-tdbao,30.0,56.0,0,0,1
6ab09345767363d78bb4cd66,2026-09-21T09:15:33.378000+07:00,pi4-tdbao,30.0,56.0,1,0,0
6ab09346767363d78bb4cd67,2026-09-21T09:15:34.561000+07:00,pi4-tdbao,30.0,56.0,0,1,0
6ab09347767363d78bb4cd68,2026-09-21T09:15:35.842000+07:00,pi4-tdbao,30.0,56.0,0,0,1
6ab09348767363d78bb4cd69,2026-09-21T09:15:36.582000+07:00,pi4-tdbao,30.0,56.0,1,0,0
6ab09349767363d78bb4cd6a,2026-09-21T09:15:37.688000+07:00,pi4-tdbao,30.0,56.0,0,1,0
6ab0934a767363d78bb4cd6b,2026-09-21T09:15:38.814000+07:00,pi4-tdbao,30.0,56.0,0,0,1
6ab0934b767363d78bb4cd6c,2026-09-21T09:15:39.871000+07:00,pi4-tdbao,30.0,56.0,1,0,0
6ab0934c767363d78bb4cd6d,2026-09-21T09:15:40.764000+07:00,pi4-tdbao,30.0,56.0,0,1,0
6ab0934d767363d78bb4cd6e,2026-09-21T09:15:41.798000+07:00,pi4-tdbao,30.0,56.0,0,0,1
6ab0934f767363d78bb4cd6f,2026-09-21T09:15:43.214000+07:00,pi4-tdbao,30.0,57.0,1,0,0
6ab09350767363d78bb4cd70,2026-09-21T09:15:44.447000+07:00,pi4-tdbao,30.0,57.0,0,1,0
6ab09351767363d78bb4cd71,2026-09-21T09:15:45.474000+07:00,pi4-tdbao,30.0,57.0,0,0,1
6ab09352767363d78bb4cd72,2026-09-21T09:15:46.393000+07:00,pi4-tdbao,30.0,57.0,1,0,0
6ab09353767363d78bb4cd73,2026-09-21T09:15:47.519000+07:00,pi4-tdbao,30.0,57.0,0,1,0
6ab09354767363d78bb4cd74,2026-09-21T09:15:48.438000+07:00,pi4-tdbao,30.0,57.0,0,0,1
6ab09355767363d78bb4cd75,2026-09-21T09:15:49.777000+07:00,pi4-tdbao,30.0,57.0,1,0,0
6ab09356767363d78bb4cd76,2026-09-21T09:15:50.595000+07:00,pi4-tdbao,30.0,57.0,0,1,0
6ab09357767363d78bb4cd77,2026-09-21T09:15:51.614000+07:00,pi4-tdbao,30.0,57.0,0,0,1
6ab09359767363d78bb4cd78,2026-09-21T09:15:53.092000+07:00,pi4-tdbao,30.0,57.0,1,0,0
6ab09359767363d78bb4cd79,2026-09-21T09:15:53.973000+07:00,pi4-tdbao,30.0,58.0,0,1,0
6ab0935b767363d78bb4cd7a,2026-09-21T09:15:55.404000+07:00,pi4-tdbao,30.0,58.0,0,0,1
6ab0935c767363d78bb4cd7b,2026-09-21T09:15:56.836000+07:00,pi4-tdbao,30.0,58.0,1,0,0
6ab0935d767363d78bb4cd7c,2026-09-21T09:15:57.852000+07:00,pi4-tdbao,30.0,58.0,0,1,0
6ab0935e767363d78bb4cd7d,2026-09-21T09:15:58.892000+07:00,pi4-tdbao,30.0,59.0,0,0,1
6ab0935f767363d78bb4cd7e,2026-09-21T09:15:59.919000+07:00,pi4-tdbao,29.0,59.0,1,0,0
6ab09361767363d78bb4cd7f,2026-09-21T09:16:01.350000+07:00,pi4-tdbao,29.0,58.0,0,1,0
6ab09362767363d78bb4cd80,2026-09-21T09:16:02.278000+07:00,pi4-tdbao,29.0,58.0,0,0,1
6ab09363767363d78bb4cd81,2026-09-21T09:16:03.284000+07:00,pi4-tdbao,29.0,58.0,1,0,0
6ab09364767363d78bb4cd82,2026-09-21T09:16:04.240000+07:00,pi4-tdbao,29.0,59.0,0,1,0
6ab09365767363d78bb4cd83,2026-09-21T09:16:05.444000+07:00,pi4-tdbao,29.0,59.0,0,0,1
6ab09366767363d78bb4cd84,2026-09-21T09:16:06.385000+07:00,pi4-tdbao,29.0,59.0,1,0,0
6ab09367767363d78bb4cd85,2026-09-21T09:16:07.304000+07:00,pi4-tdbao,29.0,59.0,0,1,0
6ab09368767363d78bb4cd86,2026-09-21T09:16:08.302000+07:00,pi4-tdbao,29.0,59.0,0,0,1
6ab09369767363d78bb4cd87,2026-09-21T09:16:09.330000+07:00,pi4-tdbao,29.0,59.0,1,0,0
6ab0936a767363d78bb4cd88,2026-09-21T09:16:10.355000+07:00,pi4-tdbao,29.0,59.0,0,1,0
6ab0936b767363d78bb4cd89,2026-09-21T09:16:11.480000+07:00,pi4-tdbao,29.0,59.0,0,0,1
6ab0936c767363d78bb4cd8a,2026-09-21T09:16:12.308000+07:00,pi4-tdbao,29.0,59.0,1,0,0
6ab0936d767363d78bb4cd8b,2026-09-21T09:16:13.321000+07:00,pi4-tdbao,29.0,59.0,0,1,0
6ab0936e767363d78bb4cd8c,2026-09-21T09:16:14.246000+07:00,pi4-tdbao,29.0,59.0,0,0,1
6ab0936f767363d78bb4cd8d,2026-09-21T09:16:15.983000+07:00,pi4-tdbao,29.0,59.0,1,0,0
6ab09371767363d78bb4cd8e,2026-09-21T09:16:17.131000+07:00,pi4-tdbao,29.0,59.0,0,1,0
6ab09371767363d78bb4cd8f,2026-09-21T09:16:17.791000+07:00,pi4-tdbao,29.0,59.0,0,0,1
6ab09373767363d78bb4cd90,2026-09-21T09:16:19.434000+07:00,pi4-tdbao,29.0,59.0,1,0,0
6ab09374767363d78bb4cd91,2026-09-21T09:16:20.489000+07:00,pi4-tdbao,29.0,59.0,0,1,0
6ab09375767363d78bb4cd92,2026-09-21T09:16:21.725000+07:00,pi4-tdbao,29.0,61.0,0,0,1
6ab09376767363d78bb4cd93,2026-09-21T09:16:22.744000+07:00,pi4-tdbao,29.0,61.0,1,0,0
6ab09377767363d78bb4cd94,2026-09-21T09:16:23.886000+07:00,pi4-tdbao,29.0,61.0,0,1,0
6ab09378767363d78bb4cd95,2026-09-21T09:16:24.612000+07:00,pi4-tdbao,29.0,61.0,0,0,1
6ab09379767363d78bb4cd96,2026-09-21T09:16:25.711000+07:00,pi4-tdbao,29.0,60.0,1,0,0
6ab0937a767363d78bb4cd97,2026-09-21T09:16:26.556000+07:00,pi4-tdbao,29.0,60.0,0,1,0
6ab0937b767363d78bb4cd98,2026-09-21T09:16:27.576000+07:00,pi4-tdbao,29.0,60.0,0,0,1
6ab0937c767363d78bb4cd99,2026-09-21T09:16:28.535000+07:00,pi4-tdbao,29.0,60.0,1,0,0
6ab0937e767363d78bb4cd9a,2026-09-21T09:16:30.320000+07:00,pi4-tdbao,29.0,60.0,0,1,0
6ab0937f767363d78bb4cd9b,2026-09-21T09:16:31.651000+07:00,pi4-tdbao,29.0,60.0,0,0,1
6ab09380767363d78bb4cd9c,2026-09-21T09:16:32.591000+07:00,pi4-tdbao,29.0,60.0,1,0,0
6ab09381767363d78bb4cd9d,2026-09-21T09:16:33.933000+07:00,pi4-tdbao,30.0,61.0,0,1,0
6ab09382767363d78bb4cd9e,2026-09-21T09:16:34.750000+07:00,pi4-tdbao,33.0,59.0,0,0,1
6ab09383767363d78bb4cd9f,2026-09-21T09:16:35.798000+07:00,pi4-tdbao,39.0,53.0,1,0,0
6ab09384767363d78bb4cda0,2026-09-21T09:16:36.518000+07:00,pi4-tdbao,41.0,51.0,0,1,0
6ab09385767363d78bb4cda1,2026-09-21T09:16:37.741000+07:00,pi4-tdbao,49.0,35.0,0,0,1
6ab09386767363d78bb4cda2,2026-09-21T09:16:38.525000+07:00,pi4-tdbao,49.0,34.0,1,0,0
6ab09388767363d78bb4cda3,2026-09-21T09:16:40.046000+07:00,pi4-tdbao,51.0,30.0,0,1,0
6ab09388767363d78bb4cda4,2026-09-21T09:16:40.865000+07:00,pi4-tdbao,51.0,30.0,0,0,1
6ab0938a767363d78bb4cda5,2026-09-21T09:16:42.204000+07:00,pi4-tdbao,52.0,28.0,1,0,0
6ab0938b767363d78bb4cda6,2026-09-21T09:16:43.780000+07:00,pi4-tdbao,52.0,27.0,0,1,0
6ab0938c767363d78bb4cda7,2026-09-21T09:16:44.554000+07:00,pi4-tdbao,52.0,27.0,0,0,1
6ab0938d767363d78bb4cda8,2026-09-21T09:16:45.336000+07:00,pi4-tdbao,52.0,27.0,1,0,0
6ab0938e767363d78bb4cda9,2026-09-21T09:16:46.711000+07:00,pi4-tdbao,52.0,27.0,0,1,0
6ab0938f767363d78bb4cdaa,2026-09-21T09:16:47.336000+07:00,pi4-tdbao,52.0,27.0,0,0,1
6ab09390767363d78bb4cdab,2026-09-21T09:16:48.337000+07:00,pi4-tdbao,52.0,26.0,1,0,0
6ab09391767363d78bb4cdac,2026-09-21T09:16:49.337000+07:00,pi4-tdbao,52.0,26.0,0,1,0
6ab09392767363d78bb4cdad,2026-09-21T09:16:50.385000+07:00,pi4-tdbao,52.0,26.0,0,0,1
6ab09393767363d78bb4cdae,2026-09-21T09:16:51.728000+07:00,pi4-tdbao,52.0,26.0,1,0,0
6ab09394767363d78bb4cdaf,2026-09-21T09:16:52.441000+07:00,pi4-tdbao,52.0,26.0,0,1,0
6ab09395767363d78bb4cdb0,2026-09-21T09:16:53.579000+07:00,pi4-tdbao,52.0,26.0,0,0,1
6ab09396767363d78bb4cdb1,2026-09-21T09:16:54.793000+07:00,pi4-tdbao,51.0,26.0,1,0,0
6ab09397767363d78bb4cdb2,2026-09-21T09:16:55.383000+07:00,pi4-tdbao,51.0,26.0,0,1,0
6ab09398767363d78bb4cdb3,2026-09-21T09:16:56.334000+07:00,pi4-tdbao,51.0,26.0,0,0,1
6ab09399767363d78bb4cdb4,2026-09-21T09:16:57.319000+07:00,pi4-tdbao,51.0,26.0,1,0,0
6ab09e29e1471b81379cc338,2026-09-21T10:02:01.857000+07:00,pi4-tdbao,25.0,71.0,1,0,0
6ab09e5ce1471b81379cc339,2026-09-21T10:02:52.996000+07:00,pi4-tdbao,25.0,71.0,1,0,0
6ab0a141cebd87ed251eaff5,2026-09-21T10:15:13.118000+07:00,test-gop-server,26.5,70.0,1,0,0
6ab0a159cebd87ed251eaff6,2026-09-21T10:15:37.336000+07:00,pi4-tdbao,26.0,70.0,1,0,0
6ab265790f9a8f8d2e8655fd,2026-09-22T18:24:41.281000+07:00,test-manual,29.9,61.0,0,1,0
6ab265a00f9a8f8d2e8655fe,2026-09-22T18:25:20.175000+07:00,pi4-tdbao,28.0,87.0,0,1,0
6ab265a50f9a8f8d2e8655ff,2026-09-22T18:25:25.819000+07:00,pi4-tdbao,28.0,87.0,0,1,0
6ab265ab0f9a8f8d2e865600,2026-09-22T18:25:31.204000+07:00,pi4-tdbao,28.0,87.0,0,1,0
6ab265b00f9a8f8d2e865601,2026-09-22T18:25:36.945000+07:00,pi4-tdbao,28.0,87.0,0,1,0
6ab265bc0f9a8f8d2e865602,2026-09-22T18:25:48.925000+07:00,pi4-tdbao,28.0,87.0,0,1,0
6ab265c20f9a8f8d2e865603,2026-09-22T18:25:54.451000+07:00,pi4-tdbao,28.0,87.0,0,1,0
6ab265c70f9a8f8d2e865604,2026-09-22T18:25:59.880000+07:00,pi4-tdbao,28.0,87.0,0,1,0
6ab265cd0f9a8f8d2e865605,2026-09-22T18:26:05.409000+07:00,pi4-tdbao,28.0,87.0,0,1,0
6ab267cf9f84a260496e780f,2026-09-22T18:34:39.512000+07:00,pi4-tdbao,28.0,86.0,0,1,0
6ab267d69f84a260496e7810,2026-09-22T18:34:46.432000+07:00,pi4-tdbao,28.0,86.0,0,1,0
6ab267dc9f84a260496e7811,2026-09-22T18:34:52.165000+07:00,pi4-tdbao,28.0,86.0,0,1,0
6ab267e19f84a260496e7812,2026-09-22T18:34:57.899000+07:00,pi4-tdbao,28.0,86.0,0,1,0
6ab267e79f84a260496e7813,2026-09-22T18:35:03.342000+07:00,pi4-tdbao,28.0,86.0,0,1,0
6ab268fb9f84a260496e7814,2026-09-22T18:39:39.716000+07:00,pi4-tdbao,28.0,86.0,1,0,0
6ab268fd9f84a260496e7815,2026-09-22T18:39:41.155000+07:00,pi4-tdbao,28.0,86.0,0,1,0
6ab268fe9f84a260496e7816,2026-09-22T18:39:42.591000+07:00,pi4-tdbao,28.0,86.0,0,0,1
6ab269009f84a260496e7817,2026-09-22T18:39:44.026000+07:00,pi4-tdbao,28.0,86.0,1,0,0
6ab269019f84a260496e7818,2026-09-22T18:39:45.444000+07:00,pi4-tdbao,28.0,86.0,0,1,0
6ab269029f84a260496e7819,2026-09-22T18:39:46.882000+07:00,pi4-tdbao,28.0,86.0,0,0,1
6ab269049f84a260496e781a,2026-09-22T18:39:48.322000+07:00,pi4-tdbao,28.0,86.0,1,0,0
6ab269059f84a260496e781b,2026-09-22T18:39:49.758000+07:00,pi4-tdbao,28.0,86.0,0,1,0
